timestamp,sun_vector_x,sun_vector_y,sun_vector_z,irradiance_Wm2,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,mag_x,mag_y,mag_z,lidar_distance_m,lidar_signal_strength,battery_voltage_V,battery_current_A,battery_soc_%,temperature_C,humidity_%,pressure_hPa,ina219_voltage_V,ina219_current_mA,uhf_signal_strength_dBm,packet_loss_%
2025-11-02 12:30:00,-0.9753168332219759,0.9834923643927058,-0.07747501209073127,1328.4530604815445,0.031696215110625946,0.05939531823140029,0.033914238782753424,0.04060209802677017,-0.17088096709196177,9.668394128064495,-0.026773080748991013,0.13813761669805336,0.14430295379329244,3.9132309224286033,102.69612393493895,7.367657611294684,0.4750721070733886,82.5658364816561,26.160348162963846,52.941763135934806,1003.2994478405287,5.037544119565976,137.47021734236233,-87.21344891010125,1.2888343658918058
2025-11-02 12:30:01,-0.18530385895317503,0.7210425754083176,0.2865273501433234,1318.6407201600891,-0.0036504130988222086,0.1276773771909136,0.07052503421295554,-0.058531156791812936,0.060423613475397944,9.845988342231475,-0.09326239660994856,-0.05159597156963869,0.18715194114649303,5.785995385097625,82.023103121957,7.405744893220987,0.2806956197078784,86.07778638785607,28.81248467309495,46.549964423695286,1017.0691678864811,4.996433418060059,118.74035015726163,-88.13383842638555,0.1508737811259646
2025-11-02 12:30:02,0.19028405313235397,-0.9925126619130318,0.22584603255827496,1322.7396648230103,-0.024803823815631513,-0.02705254365095447,-0.03790036239945137,-0.16246059258447607,-0.038544439359370936,9.938809964775064,-0.19627401841095196,-0.04734200707436226,0.07413296080957235,3.5617485880246367,63.97364824616817,7.688551709938524,0.0687533700243059,79.38317945693755,29.90523136808597,58.11777015800422,1010.9077736907849,5.027750378170222,106.48641997728849,-92.27624023307409,1.529803216743392
2025-11-02 12:30:03,-0.4530413363946826,-0.7309470593322038,-0.5339945906799388,1233.8523181603634,0.017259980773439557,0.04418956680275335,0.015835985923769093,-0.09270500876664688,0.03733333800487617,9.921100830483967,0.036324569540276484,-0.13110882026163997,-0.09419559144595921,6.955411652183643,62.387137740983576,7.34882858560849,0.2930732546606211,93.52199604761584,28.260155788113856,34.34782658961085,1013.9427743387358,4.916556615434489,133.3299068306552,-93.18092717926496,1.2352510299884856
2025-11-02 12:30:04,0.32983536987056783,-0.22804474016117893,-0.8924902699462944,1337.5437837242785,-0.009195373730553427,0.14723565786586842,-0.025752663726623628,0.17994118082587532,0.0989623359829189,9.642775797515185,0.029554371260934548,0.23545564221280713,0.12143223765131683,8.522197295468079,112.53413599266207,7.468375875137188,0.4250490031185771,78.36876257263008,24.168189746337728,53.2359507274592,1001.632337711552,5.038581239210109,105.80975976784498,-86.89669371100214,0.9894923311047135
2025-11-02 12:30:05,-0.02688268455838072,-0.11663025870943855,0.9734576845094709,1303.172973274192,0.07117286188528757,-0.007101394557692113,0.08942812676320004,-0.046002763209939575,-0.27560097847112147,9.612048969429873,-0.04052453966241263,0.030710127269396023,-0.041984846040964786,6.720769136946954,127.65292086660453,7.3226208232573615,0.30701221321189615,76.8989261151475,29.050142669123773,39.907362849033504,1009.7046168593705,5.05142261465622,136.49429710287666,-93.48254015531917,0.049076900644519306
2025-11-02 12:30:06,-0.307530398827613,0.34472953851566857,-0.5080408535920775,1277.301717287674,0.08844100835658777,-0.008672567577116371,0.047755171671119194,-0.09035480691549541,-0.018421691256274256,9.82269253065097,-0.11449772880709415,0.04743398053865599,0.1629253740881751,3.3349780291850983,83.48626825731651,7.593603707171191,0.30333740086290634,98.5804111838263,24.80046212050791,68.77146587977703,1017.4401573356689,5.049128657168616,119.06832192576341,-91.06679218074483,0.2363028946877086
2025-11-02 12:30:07,0.7942887662125724,-0.4520607464143773,-0.013014667857984996,1361.453573834916,-0.004086586337015193,-0.029895566867142898,0.012536648846076146,0.31842725934348737,-0.036516627545069104,9.92671078999544,0.11609126824729683,-0.09549878400769157,-0.12404556933646478,5.272981802634612,143.37738756941246,7.140897507835877,0.36107517964219027,79.35616061537395,24.793958558389214,37.44239105882102,1010.6150601255684,4.95774548719917,112.73275820925579,-91.47348870858464,0.43755586618867737
2025-11-02 12:30:08,0.24979145871778208,0.4395728777641752,-0.32981255108794816,1364.0891342914065,-0.010658275664520945,-0.060080995019618826,-0.10241329505115676,-0.11582099589228095,0.5919395643031028,9.87003976799731,-0.07049857253219825,0.006234356620504433,-0.04078123900926809,3.7365791961039347,90.9127277686901,7.421493030980084,0.34045527516146246,75.14467796041488,27.84726300023356,62.12089672474547,1020.1997459099584,4.922890199067247,118.58358330292809,-90.4942939804812,0.496236718230592
2025-11-02 12:30:09,0.09576482239637074,0.03647109851316799,0.243431633762355,1307.5349680663473,0.10466374124918265,0.011380328888212228,0.03743690886772131,-0.16431689305966765,-0.2859843725549603,9.885789885783913,-0.11330277899581163,0.12953708252723017,0.058372770366156915,5.424665223642358,83.62737549642691,7.164468801753731,0.4885952276738599,62.61739616175579,27.135256691660878,46.30662881694022,1006.3647118648254,5.011061707401382,113.08342038353261,-87.72753304350822,1.2088073955071765
